ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
GA-215,Muscogee County,Georgia,51.41,1.85,74,49.56
GA-217,Newton County,Georgia,54.34,4.49,91,49.85
GA-219,Oconee County,Georgia,50.34,0.64,70,49.7
GA-221,Oglethorpe County,Georgia,47.73,-0.81,59,48.54
GA-223,Paulding County,Georgia,39.22,-12.13,10,51.35
GA-225,Peach County,Georgia,47.82,0.63,74,47.19
GA-227,Pickens County,Georgia,48.23,-9.27,20,57.5
GA-229,Pierce County,Georgia,60.36,11.63,121,48.73
GA-231,Pike County,Georgia,49.23,-0.92,56,50.15
GA-233,Polk County,Georgia,42.85,-8.28,20,51.13
GA-235,Pulaski County,Georgia,48.27,1.43,77,46.84
GA-237,Putnam County,Georgia,55.5,8,111,47.5
GA-239,Quitman County,Georgia,51.02,0.46,68,50.56
GA-241,Rabun County,Georgia,55.22,-14.01,16,69.23
GA-243,Randolph County,Georgia,54.59,3.51,87,51.08
GA-245,Richmond County,Georgia,45.41,0.57,74,44.84
GA-247,Rockdale County,Georgia,51.09,0.84,70,50.25
GA-249,Schley County,Georgia,53.57,4.57,93,49
GA-251,Screven County,Georgia,56.91,10.35,118,46.56
GA-253,Seminole County,Georgia,57.63,4.26,90,53.37
GA-255,Spalding County,Georgia,51.23,1.61,74,49.62
GA-257,Stephens County,Georgia,49.03,-6.67,34,55.7
GA-259,Stewart County,Georgia,52.13,2.99,81,49.14
GA-261,Sumter County,Georgia,54.1,5.53,94,48.57
GA-263,Talbot County,Georgia,51.69,1.15,73,50.54
GA-265,Taliaferro County,Georgia,49.56,1.69,81,47.87
GA-267,Tattnall County,Georgia,55.92,8.46,111,47.46
GA-269,Taylor County,Georgia,50.62,1.46,79,49.16
GA-271,Telfair County,Georgia,52.07,4.74,96,47.33
GA-273,Terrell County,Georgia,56.19,6.13,98,50.06
GA-275,Thomas County,Georgia,58.26,5.25,99,53.01
GA-277,Tift County,Georgia,54.52,6.41,105,48.11
GA-279,Toombs County,Georgia,57.72,10.86,118,46.86
GA-281,Towns County,Georgia,56.64,-6.18,33,62.82
GA-283,Treutlen County,Georgia,56.89,10.49,117,46.4
GA-285,Troup County,Georgia,49.14,-2.56,44,51.7
GA-287,Turner County,Georgia,53.96,6.28,99,47.68
GA-289,Twiggs County,Georgia,46.91,0.43,69,46.48
GA-291,Union County,Georgia,55.87,-4.94,42,60.81
GA-293,Upson County,Georgia,49.69,-0.33,62,50.02
GA-295,Walker County,Georgia,42.5,-11.31,13,53.81
GA-297,Walton County,Georgia,51.16,0.79,72,50.37
GA-299,Ware County,Georgia,58.63,9.52,117,49.11
GA-301,Warren County,Georgia,48.77,1.46,80,47.31
GA-303,Washington County,Georgia,48.67,2.45,83,46.22
GA-305,Wayne County,Georgia,57.86,8.44,114,49.42
GA-307,Webster County,Georgia,55.34,5.81,96,49.53
GA-309,Wheeler County,Georgia,54.88,8.24,111,46.64
GA-311,White County,Georgia,61.12,-2.74,52,63.86
GA-313,Whitfield County,Georgia,46.06,-7.54,23,53.6
GA-315,Wilcox County,Georgia,50.75,3.53,87,47.22
GA-317,Wilkes County,Georgia,48.04,0.16,71,47.88
GA-319,Wilkinson County,Georgia,47.12,0.94,74,46.18
GA-321,Worth County,Georgia,54.9,6.6,102,48.3
ID-001,Ada County,Idaho,14.58,2.26,106,12.32
ID-003,Adams County,Idaho,26.53,-5.91,28,32.44
ID-005,Bannock County,Idaho,20.98,1.48,89,19.5
ID-007,Bear Lake County,Idaho,22.61,1.18,85,21.43
ID-009,Benewah County,Idaho,22.72,-8.65,11,31.37
ID-011,Bingham County,Idaho,14.39,0.9,80,13.49
ID-013,Blaine County,Idaho,15.43,-3.37,34,18.8
ID-015,Boise County,Idaho,28.15,-2.4,46,30.55
ID-017,Bonner County,Idaho,33.38,-2.55,38,35.93
ID-019,Bonneville County,Idaho,22.82,2.48,91,20.34
ID-021,Boundary County,Idaho,36.94,-1.14,56,38.08
ID-023,Butte County,Idaho,11.3,-2.28,38,13.58
ID-025,Camas County,Idaho,17.15,-7.23,16,24.38
ID-027,Canyon County,Idaho,10.93,1.38,98,9.55
ID-029,Caribou County,Idaho,24.43,2.01,92,22.42
ID-031,Cassia County,Idaho,18.92,3.42,107,15.5
ID-033,Clark County,Idaho,13.68,-3.42,25,17.1
ID-035,Clearwater County,Idaho,34.95,-11.8,11,46.75
ID-037,Custer County,Idaho,19.54,-3.03,35,22.57
ID-039,Elmore County,Idaho,18.04,-2.12,44,20.16
ID-041,Franklin County,Idaho,24.64,1.59,85,23.05
ID-043,Fremont County,Idaho,19.66,-2.02,44,21.68
ID-045,Gem County,Idaho,19.35,0.58,74,18.77
ID-047,Gooding County,Idaho,9.78,-1.4,47,11.18
ID-049,Idaho County,Idaho,32.35,-5.15,31,37.5
ID-051,Jefferson County,Idaho,8.14,-1.55,40,9.69
ID-053,Jerome County,Idaho,9.86,0.14,72,9.72
ID-055,Kootenai County,Idaho,24.17,-8.16,11,32.33
ID-057,Latah County,Idaho,25.17,-5.41,22,30.58
ID-059,Lemhi County,Idaho,17.11,-4.04,22,21.15
ID-061,Lewis County,Idaho,20.78,-4.67,20,25.45
ID-063,Lincoln County,Idaho,10.34,-0.18,63,10.52
ID-065,Madison County,Idaho,14.26,-0.58,59,14.84
ID-067,Minidoka County,Idaho,11.34,1.62,98,9.72
ID-069,Nez Perce County,Idaho,18.95,-3,26,21.95
ID-071,Oneida County,Idaho,19.4,0.88,77,18.52
ID-073,Owyhee County,Idaho,13.18,0.62,84,12.56
ID-075,Payette County,Idaho,12.96,0.18,71,12.78
ID-077,Power County,Idaho,20.05,4.15,111,15.9
ID-079,Shoshone County,Idaho,36.75,-10.75,12,47.5
ID-081,Teton County,Idaho,25.44,2.7,89,22.74
ID-083,Twin Falls County,Idaho,11.84,-0.68,58,12.52
ID-085,Valley County,Idaho,29.75,-6.39,29,36.14
ID-087,Washington County,Idaho,18.74,-1.88,44,20.62
IL-001,Adams County,Illinois,34.56,-2.25,46,36.81
IL-003,Alexander County,Illinois,42.2,-2.97,41,45.17
IL-005,Bond County,Illinois,39.83,0.44,63,39.39
IL-007,Boone County,Illinois,44.99,10.96,122,34.03
IL-009,Brown County,Illinois,37.25,0.5,68,36.75
IL-011,Bureau County,Illinois,42.79,7.73,115,35.06
IL-013,Calhoun County,Illinois,40.51,2.71,80,37.8
IL-015,Carroll County,Illinois,40.31,5.84,106,34.47
IL-017,Cass County,Illinois,37.57,1.19,70,36.38
IL-019,Champaign County,Illinois,43.49,6.96,117,36.53
IL-021,Christian County,Illinois,38.93,2.06,78,36.87
IL-023,Clark County,Illinois,36.1,-3.59,35,39.69
IL-025,Clay County,Illinois,40.54,0.15,61,40.39
IL-027,Clinton County,Illinois,44.96,5.15,95,39.81
IL-029,Coles County,Illinois,38.28,0.01,61,38.27
IL-031,Cook County,Illinois,41.17,6.75,111,34.42
IL-033,Crawford County,Illinois,35.41,-5.6,23,41.01
IL-035,Cumberland County,Illinois,38.54,-0.95,51,39.49
IL-037,DeKalb County,Illinois,39.69,5.09,104,34.6
IL-039,De Witt County,Illinois,39.96,2.91,88,37.05
IL-041,Douglas County,Illinois,39.29,1.91,77,37.38
IL-043,DuPage County,Illinois,39.96,5.5,103,34.46
IL-045,Edgar County,Illinois,36.46,-2.05,46,38.51
IL-047,Edwards County,Illinois,39.81,-3.11,38,42.92
IL-049,Effingham County,Illinois,37.65,-1.9,50,39.55
IL-051,Fayette County,Illinois,37.34,-1.59,48,38.93
IL-053,Ford County,Illinois,42.53,6.81,110,35.72
IL-055,Franklin County,Illinois,35.41,-6.84,20,42.25
IL-057,Fulton County,Illinois,38.72,3.29,90,35.43
IL-059,Gallatin County,Illinois,34.78,-10.03,12,44.81
IL-061,Greene County,Illinois,40.57,3.22,87,37.35
IL-063,Grundy County,Illinois,42.03,8.09,116,33.94
IL-065,Hamilton County,Illinois,35.06,-7.62,15,42.68
IL-067,Hancock County,Illinois,35.95,0.35,67,35.6
IL-069,Hardin County,Illinois,38.28,-7.47,19,45.75
IL-071,Henderson County,Illinois,39.07,3.87,95,35.2
IL-073,Henry County,Illinois,41.63,6.72,108,34.91
IL-075,Iroquois County,Illinois,41.84,5.57,108,36.27
IL-077,Jackson County,Illinois,37.45,-5.6,23,43.05
IL-079,Jasper County,Illinois,39.4,-0.94,51,40.34
IL-081,Jefferson County,Illinois,37.34,-4.6,32,41.94
IL-083,Jersey County,Illinois,37.49,-0.46,54,37.95
IL-085,Jo Daviess County,Illinois,43.68,9.8,118,33.88
IL-087,Johnson County,Illinois,41.8,-4.15,34,45.95
IL-089,Kane County,Illinois,40.43,6.14,110,34.29
IL-091,Kankakee County,Illinois,43.98,8.55,119,35.43
IL-093,Kendall County,Illinois,43.05,8.89,118,34.16
IL-095,Knox County,Illinois,40.88,5.45,102,35.43
IL-097,Lake County,Illinois,42.9,9.78,121,33.12
IL-099,LaSalle County,Illinois,42.26,8.1,116,34.16
IL-101,Lawrence County,Illinois,38.98,-3.43,35,42.41
IL-103,Lee County,Illinois,43.07,8.2,118,34.87
IL-105,Livingston County,Illinois,39.65,5.03,103,34.62
IL-107,Logan County,Illinois,39.33,3.15,93,36.18
IL-109,McDonough County,Illinois,36.85,1.02,69,35.83
IL-111,McHenry County,Illinois,43.6,9.64,120,33.96
IL-113,McLean County,Illinois,37.4,0.96,76,36.44
IL-115,Macon County,Illinois,41.22,3.87,94,37.35
IL-117,Macoupin County,Illinois,37.53,-0.52,58,38.05
IL-119,Madison County,Illinois,38.83,0.47,62,38.36
IL-121,Marion County,Illinois,44.91,4.37,86,40.54
IL-123,Marshall County,Illinois,40.29,5.63,104,34.66
IL-125,Mason County,Illinois,38.27,3.37,91,34.9
IL-127,Massac County,Illinois,43.83,-3.29,44,47.12
IL-129,Menard County,Illinois,38.22,2.65,90,35.57
IL-131,Mercer County,Illinois,39.71,4.94,100,34.77
IL-133,Monroe County,Illinois,37.95,-1.7,50,39.65
IL-135,Montgomery County,Illinois,37.58,-0.24,59,37.82
IL-137,Morgan County,Illinois,38.56,1.77,76,36.8
IL-139,Moultrie County,Illinois,38.85,0.9,72,37.95
IL-141,Ogle County,Illinois,41.09,6.97,112,34.12
IL-143,Peoria County,Illinois,39.61,4.53,99,35.08
IL-145,Perry County,Illinois,35.47,-5.74,23,41.21
IL-147,Piatt County,Illinois,41.97,4.88,100,37.09
IL-149,Pike County,Illinois,40.3,2.67,83,37.63
IL-151,Pope County,Illinois,40.87,-5.85,27,46.72
IL-153,Pulaski County,Illinois,44.35,-1.36,54,45.71
IL-155,Putnam County,Illinois,41.74,7.65,113,34.09
IL-157,Randolph County,Illinois,35.04,-5.7,25,40.74
IL-159,Richland County,Illinois,41.22,-0.03,64,41.25
IL-161,Rock Island County,Illinois,40.46,5.69,106,34.77
IL-163,St. Clair County,Illinois,38.69,-0.35,56,39.04
IL-165,Saline County,Illinois,36.25,-7.92,18,44.17
IL-167,Sangamon County,Illinois,38.5,2.27,80,36.23
IL-169,Schuyler County,Illinois,36.81,0.62,65,36.19
IL-171,Scott County,Illinois,40.19,3.26,89,36.93
IL-173,Shelby County,Illinois,39.88,1.42,74,38.46
IL-175,Stark County,Illinois,42.65,7.69,111,34.96
IL-177,Stephenson County,Illinois,42.98,8.97,118,34.01
IL-179,Tazewell County,Illinois,38.75,2.98,84,35.77
IL-181,Union County,Illinois,39.83,-5.24,29,45.07
IL-183,Vermilion County,Illinois,40.88,3.87,92,37.01
IL-185,Wabash County,Illinois,37.58,-5.51,26,43.09
IL-187,Warren County,Illinois,38.81,3.3,88,35.51
IL-189,Washington County,Illinois,39.95,-0.92,54,40.87
IL-191,Wayne County,Illinois,37.64,-4.44,32,42.08
IL-193,White County,Illinois,36.31,-6.98,19,43.29
IL-195,Whiteside County,Illinois,39.61,4.35,99,35.27
IL-197,Will County,Illinois,44.83,9.52,121,35.31
IL-199,Williamson County,Illinois,37.37,-6.22,23,43.59
IL-201,Winnebago County,Illinois,43.25,9.5,121,33.75
IL-203,Woodford County,Illinois,38.49,3.05,89,35.44
IN-001,Adams County,Indiana,36.18,0.18,57,36
IN-003,Allen County,Indiana,36.16,0.73,67,35.43
IN-005,Bartholomew County,Indiana,36.18,-5.13,24,41.31
IN-007,Benton County,Indiana,40.31,2.94,86,37.37
IN-009,Blackford County,Indiana,35.48,-2.06,41,37.54
IN-011,Boone County,Indiana,35.94,-2.86,29,38.8
IN-013,Brown County,Indiana,38.28,-3.61,30,41.89
IN-015,Carroll County,Indiana,39.72,1.9,78,37.82
IN-017,Cass County,Indiana,41.19,3.38,90,37.81
IN-019,Clark County,Indiana,40.42,-2.83,35,43.25
IN-021,Clay County,Indiana,36.81,-3.81,28,40.62
IN-023,Clinton County,Indiana,38.06,-0.43,52,38.49
IN-025,Crawford County,Indiana,40.99,-4.37,34,45.36
IN-027,Daviess County,Indiana,35.88,-7.26,17,43.14
IN-029,Dearborn County,Indiana,38.83,-2.25,40,41.08
IN-031,Decatur County,Indiana,40.17,-1.44,49,41.61
IN-033,DeKalb County,Indiana,36.04,1.01,75,35.03
IN-035,Delaware County,Indiana,34.33,-4.23,24,38.56
IN-037,Dubois County,Indiana,38.19,-6.14,23,44.33
IN-039,Elkhart County,Indiana,40.56,5.33,110,35.23
IN-041,Fayette County,Indiana,41.54,1.39,68,40.15
IN-043,Floyd County,Indiana,40.97,-2.58,38,43.55
IN-045,Fountain County,Indiana,37.82,-0.2,59,38.02
IN-047,Franklin County,Indiana,39.83,-0.77,53,40.6
IN-049,Fulton County,Indiana,41.7,4.12,98,37.58
IN-051,Gibson County,Indiana,35.63,-7.71,17,43.34
IN-053,Grant County,Indiana,40.04,2.31,77,37.73
IN-055,Greene County,Indiana,36.58,-6.15,20,42.73
IN-057,Hamilton County,Indiana,38.29,0.17,56,38.12
IN-059,Hancock County,Indiana,39.02,-0.33,52,39.35
IN-061,Harrison County,Indiana,41.41,-3.14,39,44.55
IN-063,Hendricks County,Indiana,37.4,-2.12,39,39.52
IN-065,Henry County,Indiana,35.97,-3.8,26,39.77
IN-067,Howard County,Indiana,41.31,3.59,90,37.72
IN-069,Huntington County,Indiana,39.17,1.98,77,37.19
IN-071,Jackson County,Indiana,36.39,-6.02,20,42.41
IN-073,Jasper County,Indiana,42.21,5.71,104,36.5
IN-075,Jay County,Indiana,35.64,-2.08,39,37.72
IN-077,Jefferson County,Indiana,38.22,-5.07,26,43.29
IN-079,Jennings County,Indiana,35.86,-6.82,19,42.68
IN-081,Johnson County,Indiana,41.16,0.46,61,40.7
IN-083,Knox County,Indiana,37.64,-5.11,25,42.75
IN-085,Kosciusko County,Indiana,39.83,3.51,96,36.32
IN-087,LaGrange County,Indiana,38.71,3.73,98,34.98
IN-089,Lake County,Indiana,44.72,8.72,122,36
IN-091,LaPorte County,Indiana,43.64,6.54,113,37.1
IN-093,Lawrence County,Indiana,40.19,-3.8,32,43.99
IN-095,Madison County,Indiana,38.04,-0.46,49,38.5
IN-097,Marion County,Indiana,39,-0.16,53,39.16
IN-099,Marshall County,Indiana,41.07,3.95,100,37.12
IN-101,Martin County,Indiana,38.04,-5.94,21,43.98
IN-103,Miami County,Indiana,40.84,3.09,90,37.75
IN-105,Monroe County,Indiana,38.63,-4.21,26,42.84
IN-107,Montgomery County,Indiana,37.4,-1.33,47,38.73
IN-109,Morgan County,Indiana,40.94,0.29,62,40.65
IN-111,Newton County,Indiana,44.2,7.39,121,36.81
IN-113,Noble County,Indiana,36.66,1.06,72,35.6
IN-115,Ohio County,Indiana,39.76,-1.81,45,41.57
IN-117,Orange County,Indiana,39.85,-5.09,25,44.94
IN-119,Owen County,Indiana,38.64,-3.31,32,41.95
IN-121,Parke County,Indiana,33.71,-5.16,23,38.87
IN-123,Perry County,Indiana,42.58,-2.89,38,45.47
IN-125,Pike County,Indiana,35.82,-7.86,16,43.68
IN-127,Porter County,Indiana,44.12,7.65,119,36.47
IN-129,Posey County,Indiana,35.49,-8.5,15,43.99
IN-131,Pulaski County,Indiana,44.11,7.03,118,37.08
IN-133,Putnam County,Indiana,36.94,-3.51,31,40.45
IN-135,Randolph County,Indiana,35.94,-2.89,35,38.83
IN-137,Ripley County,Indiana,38.3,-4.09,30,42.39
IN-139,Rush County,Indiana,41.86,1.4,68,40.46
IN-141,St. Joseph County,Indiana,41.62,4.45,100,37.17
IN-143,Scott County,Indiana,37.35,-5.26,22,42.61
IN-145,Shelby County,Indiana,40.55,-0.07,57,40.62
IN-147,Spencer County,Indiana,39.49,-5.21,24,44.7
IN-149,Starke County,Indiana,44.39,7.13,117,37.26
IN-151,Steuben County,Indiana,36.84,1.83,80,35.01
IN-153,Sullivan County,Indiana,35.64,-5.35,23,40.99
IN-155,Switzerland County,Indiana,40.05,-2.24,38,42.29
IN-157,Tippecanoe County,Indiana,37.54,-0.47,57,38.01
IN-159,Tipton County,Indiana,40.19,2.6,77,37.59
IN-161,Union County,Indiana,41.92,1.69,68,40.23
IN-163,Vanderburgh County,Indiana,37.05,-6.9,19,43.95
IN-165,Vermillion County,Indiana,35.72,-2.22,43,37.94
IN-167,Vigo County,Indiana,35.1,-4.52,25,39.62
IN-169,Wabash County,Indiana,40.74,3.25,90,37.49
IN-171,Warren County,Indiana,39.8,2.27,79,37.53
IN-173,Warrick County,Indiana,36.81,-7.04,17,43.85
IN-175,Washington County,Indiana,40,-4.18,29,44.18
IN-177,Wayne County,Indiana,40.57,1.01,63,39.56
IN-179,Wells County,Indiana,36.85,0.11,55,36.74
IN-181,White County,Indiana,39.73,2.9,86,36.83
IN-183,Whitley County,Indiana,36.48,0.01,62,36.47
IA-001,Adair County,Iowa,35.14,2.44,88,32.7
IA-003,Adams County,Iowa,34.17,0.94,84,33.23
IA-005,Allamakee County,Iowa,39.23,6.38,109,32.85
IA-007,Appanoose County,Iowa,39.09,3.88,88,35.21
IA-009,Audubon County,Iowa,34.28,2.56,84,31.72
IA-011,Benton County,Iowa,35.69,2.47,83,33.22
IA-013,Black Hawk County,Iowa,38.95,5.49,102,33.46
IA-015,Boone County,Iowa,32.99,1.52,75,31.47
IA-017,Bremer County,Iowa,40.43,7.18,107,33.25
IA-019,Buchanan County,Iowa,39.32,6.12,104,33.2
IA-021,Buena Vista County,Iowa,33.45,4.64,104,28.81
IA-023,Butler County,Iowa,40.08,7.24,107,32.84
IA-025,Calhoun County,Iowa,31.56,0.68,72,30.88
IA-027,Carroll County,Iowa,32.59,1.45,76,31.14
IA-029,Cass County,Iowa,33.19,1.84,80,31.35
IA-031,Cedar County,Iowa,43,7.84,114,35.16
IA-033,Cerro Gordo County,Iowa,38.16,6.36,105,31.8
IA-035,Cherokee County,Iowa,39.33,11.12,126,28.21
IA-037,Chickasaw County,Iowa,39.63,7.19,108,32.44
IA-039,Clarke County,Iowa,33.93,0.27,70,33.66
IA-041,Clay County,Iowa,42.93,14.29,127,28.64
IA-043,Clayton County,Iowa,38.56,5.34,106,33.22
IA-045,Clinton County,Iowa,43.29,8.33,117,34.96
IA-047,Crawford County,Iowa,33.65,3.83,95,29.82
IA-049,Dallas County,Iowa,33.77,1.96,82,31.81
IA-051,Davis County,Iowa,39.2,3.94,94,35.26
IA-053,Decatur County,Iowa,32.84,-1.41,57,34.25
IA-055,Delaware County,Iowa,40.37,7.04,102,33.33
IA-057,Des Moines County,Iowa,40.81,5.56,103,35.25
IA-059,Dickinson County,Iowa,43.54,15.29,128,28.25
IA-061,Dubuque County,Iowa,40.97,7.56,112,33.41
IA-063,Emmet County,Iowa,42.32,12.9,127,29.42
IA-065,Fayette County,Iowa,39.73,6.39,104,33.34
IA-067,Floyd County,Iowa,38.53,6.37,105,32.16
IA-069,Franklin County,Iowa,38.61,6.71,107,31.9
IA-071,Fremont County,Iowa,27.05,-5.46,27,32.51
IA-073,Greene County,Iowa,32.13,0.62,70,31.51
IA-075,Grundy County,Iowa,37.71,4.62,99,33.09
IA-077,Guthrie County,Iowa,33.64,1.92,80,31.72
IA-079,Hamilton County,Iowa,35.6,4.62,101,30.98
IA-081,Hancock County,Iowa,40.8,9.45,122,31.35
IA-083,Hardin County,Iowa,37.68,5.7,104,31.98
IA-085,Harrison County,Iowa,32.97,3.62,92,29.35
IA-087,Henry County,Iowa,38.68,3.39,88,35.29
IA-089,Howard County,Iowa,39.46,6.79,108,32.67
IA-091,Humboldt County,Iowa,39.74,9.2,121,30.54
IA-093,Ida County,Iowa,33.28,4.41,104,28.87
IA-095,Iowa County,Iowa,35.87,2.07,84,33.8
IA-097,Jackson County,Iowa,42.79,8.73,118,34.07
IA-099,Jasper County,Iowa,38.52,5.51,100,33.01
IA-101,Jefferson County,Iowa,40.69,5.76,100,34.93
IA-103,Johnson County,Iowa,37.86,4.09,97,33.77
IA-105,Jones County,Iowa,40.92,7.28,111,33.64
IA-107,Keokuk County,Iowa,37.9,3.88,93,34.02
IA-109,Kossuth County,Iowa,45.73,15.48,128,30.25
IA-111,Lee County,Iowa,38.9,3.35,88,35.55
IA-113,Linn County,Iowa,38.45,5.41,101,33.04
IA-115,Louisa County,Iowa,38.56,4.08,92,34.48
IA-117,Lucas County,Iowa,34.9,1.07,76,33.83
IA-119,Lyon County,Iowa,39.61,13.23,126,26.38
IA-121,Madison County,Iowa,36.17,3.29,90,32.88
IA-123,Mahaska County,Iowa,37.01,3.19,90,33.82
IA-125,Marion County,Iowa,36.74,3.19,91,33.55
IA-127,Marshall County,Iowa,37.62,5.05,99,32.57
IA-129,Mills County,Iowa,27.72,-4.05,37,31.77
IA-131,Mitchell County,Iowa,40.05,8.01,115,32.04
IA-133,Monona County,Iowa,33.16,4.58,105,28.58
IA-135,Monroe County,Iowa,35.46,1.2,77,34.26
IA-137,Montgomery County,Iowa,30.3,-2.27,49,32.57
IA-139,Muscatine County,Iowa,39.74,5.22,103,34.52
IA-141,O&#039;Brien County,Iowa,43.28,15.2,129,28.08
IA-143,Osceola County,Iowa,42.37,14.61,126,27.76
IA-145,Page County,Iowa,31.69,-1.77,57,33.46
IA-147,Palo Alto County,Iowa,42.1,12.44,126,29.66
IA-149,Plymouth County,Iowa,38.48,11.29,126,27.19
IA-151,Pocahontas County,Iowa,35.39,5.42,104,29.97
IA-153,Polk County,Iowa,36.24,4.25,96,31.99
IA-155,Pottawattamie County,Iowa,31.02,0.09,70,30.93
IA-157,Poweshiek County,Iowa,37.89,3.85,87,34.04
IA-159,Ringgold County,Iowa,33.18,-1.43,58,34.61
IA-161,Sac County,Iowa,30.13,0.55,70,29.58
IA-163,Scott County,Iowa,42.17,7.28,115,34.89
IA-165,Shelby County,Iowa,33.19,2.28,85,30.91
IA-167,Sioux County,Iowa,39.93,13.16,126,26.77
IA-169,Story County,Iowa,36.96,5.19,102,31.78
IA-171,Tama County,Iowa,36.9,2.82,88,34.08
IA-173,Taylor County,Iowa,34.84,0.43,75,34.41
IA-175,Union County,Iowa,34.03,0.12,70,33.91
IA-177,Van Buren County,Iowa,39.43,4.33,94,35.1
IA-179,Wapello County,Iowa,37.54,3.03,92,34.51
IA-181,Warren County,Iowa,37.61,4.74,99,32.87
IA-183,Washington County,Iowa,37.12,2.82,85,34.3
IA-185,Wayne County,Iowa,35.15,0.09,72,35.06
IA-187,Webster County,Iowa,34.95,3.82,95,31.13
IA-189,Winnebago County,Iowa,44.08,12.72,128,31.36
IA-191,Winneshiek County,Iowa,40.73,7.53,111,33.2
IA-193,Woodbury County,Iowa,35.21,7.5,117,27.71
IA-195,Worth County,Iowa,41.61,9.67,122,31.94
IA-197,Wright County,Iowa,36.81,5.79,106,31.02
KS-001,Allen County,Kansas,40.31,1.05,72,39.26
KS-003,Anderson County,Kansas,41.36,2.2,78,39.17
KS-005,Atchison County,Kansas,35.08,-0.07,69,35.15
KS-007,Barber County,Kansas,28.24,2.22,80,26.02
KS-009,Barton County,Kansas,22.27,-2.55,38,24.82
KS-011,Bourbon County,Kansas,43.49,3.14,85,40.35
KS-013,Brown County,Kansas,33.96,-0.45,68,34.41
KS-015,Butler County,Kansas,32.92,-0.4,59,33.32
KS-017,Chase County,Kansas,36.63,3.87,84,32.76
KS-019,Chautauqua County,Kansas,36.69,-0.19,65,36.88
KS-021,Cherokee County,Kansas,40.99,-0.67,60,41.66
KS-023,Cheyenne County,Kansas,16.47,-2.3,43,18.77
KS-025,Clark County,Kansas,24.84,2.52,89,22.32
KS-027,Clay County,Kansas,28.52,-1.71,56,30.23
KS-029,Cloud County,Kansas,25.31,-2.78,46,28.09
KS-031,Coffey County,Kansas,38.82,1.82,74,37
KS-033,Comanche County,Kansas,27.49,3.38,99,24.11
KS-035,Cowley County,Kansas,34.88,1.13,70,33.75
KS-037,Crawford County,Kansas,41.98,0.94,72,41.04
KS-039,Decatur County,Kansas,19.72,-1.11,57,20.83
KS-041,Dickinson County,Kansas,32.23,1.47,74,30.76
KS-043,Doniphan County,Kansas,37.04,1.63,80,35.41
KS-045,Douglas County,Kansas,36.83,0.58,68,36.25
KS-047,Edwards County,Kansas,27.54,4.79,106,22.75
KS-049,Elk County,Kansas,37.47,0.97,62,36.5
KS-051,Ellis County,Kansas,20.98,-2.13,47,23.11
KS-053,Ellsworth County,Kansas,23,-3.72,33,26.72
KS-055,Finney County,Kansas,19.65,0.9,74,18.75
KS-057,Ford County,Kansas,26.22,4.56,106,21.66
KS-059,Franklin County,Kansas,41.98,4.56,96,37.42
KS-061,Geary County,Kansas,36.76,4.12,99,32.64
KS-063,Gove County,Kansas,18.23,-1.52,51,19.75
KS-065,Graham County,Kansas,17.98,-3.88,30,21.86
KS-067,Grant County,Kansas,16.06,-1.59,48,17.65
KS-069,Gray County,Kansas,22.94,2.88,97,20.06
KS-071,Greeley County,Kansas,17.59,0.7,75,16.89
KS-073,Greenwood County,Kansas,33.35,-2.03,46,35.38
KS-075,Hamilton County,Kansas,15.72,-0.74,51,16.46
KS-077,Harper County,Kansas,26.64,-1.77,54,28.41
KS-079,Harvey County,Kansas,27.55,-3.52,42,31.07
KS-081,Haskell County,Kansas,19.51,0.29,71,19.22
KS-083,Hodgeman County,Kansas,23.61,2.98,97,20.63
KS-085,Jackson County,Kansas,34.62,0.41,72,34.21
KS-087,Jefferson County,Kansas,33.67,-1.76,57,35.43
KS-089,Jewell County,Kansas,24.13,-1.97,49,26.1
KS-091,Johnson County,Kansas,39.59,2.46,82,37.13
KS-093,Kearny County,Kansas,16.39,-1,50,17.39
KS-095,Kingman County,Kansas,27.11,-0.89,54,28
KS-097,Kiowa County,Kansas,29.18,5.51,113,23.67
KS-099,Labette County,Kansas,38.32,-1.88,48,40.2
KS-101,Lane County,Kansas,20.82,1.13,79,19.69
KS-103,Leavenworth County,Kansas,35.33,-0.44,64,35.77
KS-105,Lincoln County,Kansas,21.6,-4.2,31,25.8
KS-107,Linn County,Kansas,40.71,0.63,65,40.08
KS-109,Logan County,Kansas,17.13,-1.22,49,18.35
KS-111,Lyon County,Kansas,39.11,4.27,85,34.84
KS-113,McPherson County,Kansas,26.16,-3.31,40,29.47
KS-115,Marion County,Kansas,30.58,-1.24,53,31.82
KS-117,Marshall County,Kansas,34.27,2.87,89,31.4
KS-119,Meade County,Kansas,23.31,2.86,90,20.45
KS-121,Miami County,Kansas,41.2,2.38,76,38.82
KS-123,Mitchell County,Kansas,20.22,-5.33,26,25.55
KS-125,Montgomery County,Kansas,35.95,-1.92,52,37.87
KS-127,Morris County,Kansas,35.3,2.16,76,33.14
KS-129,Morton County,Kansas,19.31,2.38,90,16.93
KS-131,Nemaha County,Kansas,33.6,0.49,73,33.12
KS-133,Neosho County,Kansas,38.5,-1.33,58,39.83
KS-135,Ness County,Kansas,19.95,-1.06,56,21.01
KS-137,Norton County,Kansas,21.07,-0.92,62,21.99
KS-139,Osage County,Kansas,40.88,5.17,94,35.71
